label_id,matched_wording,product_type,product_construction,product_material,product_treatment,product_type_status,review_status,reviewed_by,review_note
gold-9d8d076032da2ffe,Desktop Organizer,Desktop Organizer,Faux Book,,,accepted,reviewed,Codex independent product-type gold reviewer,"Desk or desktop organizer is explicit; stationery use is not. Licensor, property, style name, compartment count, and accessories do not narrow the product type."
gold-9dce6f428f291d73,Framed Canvas,Framed Canvas,Floating Frame; Matted,Canvas,Foil,accepted,reviewed,Codex independent construction gold reviewer,Matted and floated are both explicit physical framing features.
gold-9e0c9ad48e29c736,Pencil Case,Pencil Case,,Acrylic,,accepted,reviewed,Codex independent catalog reviewer,"All selected source descriptions individually inspected; full product wording and suffix reviewed; independent semantic labels, not reader predictions"
gold-9e6f4e65927a3b09,String Lights,String Lights,,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-9e8be4258e649f2b,Decorative Letter,Decorative Letter,,Greyboard,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-9eeaccb8decada67,Foam Art,Foam Art,Molded,Foam,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-9f019fa9b87627ab,Alarm Clock,Alarm Clock,,Metal,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-9f04e94eabf0ea39,Art,Art,,,LED,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-9f15001d97968fe4,MDF Box,MDF Box,,MDF,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-9f2d00753f134400,Storage Tower,Storage Tower,Three-Tier,,,accepted,reviewed,Codex independent construction gold reviewer,Three-tier explicitly names the physical storage tower construction.
gold-9f48d3064e9df546,Glass Art,Glass Art,Die-Cut,Glass; Tin,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a008bc769b15aeaf,Storage Cube,Storage Cube,,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-a0122b0af5f8b3f8,Poster,Poster,,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-a0585302166b1798,Wall Tile,Wall Tile,,Ceramic,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-a0ab9a73cbde1af5,Framed Shadowbox,Framed Shadowbox,Molded,PVC,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a117006e5ae8fce3,Relief Art,Relief Art,3D,,Adhesive,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-a181f22928e4d5b3,Wall Clock,Wall Clock,,Polypropylene,Foil,accepted,reviewed,Codex independent material gold reviewer,Single named product has explicit gold-foil or holofoil physical modifier.
gold-a18211a0d6441eb1,Wall Hook,Wall Hook,,Silicone,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-a1931ae3246ed742,Plaque,Plaque,,Aluminum,,accepted,reviewed,Codex independent material gold reviewer,Aluminum directly modifies the physical plaque; no alloy inferred.
gold-a1bb21bf06bb17c4,Pencil Cup,Pencil Cup,Die-Cut,Acrylic,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-a1ccd4c2de0a1bed,Art,Art,,PU Leather,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-a2f201aff243cc6a,Guitar Hook,Guitar Hook,,Wood,Stained,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-a3b3a10eab361c96,Framed Art,Framed Art,Framed,Glass; Paper,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a3f6e2d65a752080,Wall Art,Wall Art,Half-Circle; Woven,,,accepted,reviewed,Codex independent construction gold reviewer,Half-circle explicitly names wall-art shape; preserve stated woven construction.
gold-a4a73ab27d620aa4,Door Mat,Door Mat,,Crumb Rubber; Felt; Polypropylene,,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-a4ccae963fbaa569,Photo Frame,Photo Frame,Routed Edge,MDF,Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a4cd7c500b14d16d,Watering Can,Watering Can,,Metal,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-a50d457192419f13,Perpetual Calendar,Perpetual Calendar,Block,MDF,Glitter,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-a511410446971cc0,Framed Print,Framed Print,Framed,MDF,Soft Touch,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a52cfc5443e0b9bc,Framed Shadowbox,Framed Shadowbox,Molded,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a551665f2e6b92bd,Hanging Shoe Organizer,Hanging Shoe Organizer,Hanging,Fabric,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-a58a557dca4445e4,Canvas,Canvas,,Canvas,Gravel,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-a5a2b0a302433648,Frame,Frame,,MDF,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-a683d5518dad4167,Framed Glass Shadowbox,Framed Glass Shadowbox,,Glass,Gel Coat,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a6c87f60a8546f4f,Decorative Letter,Decorative Letter,Die-Cut,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-a6fc00ffbea78825,Photo Frame,Photo Frame,Shaped,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a700017c0f7f4b6f,Glass Art,Glass Art,,Glass; Linen,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a747f868bfdfbabe,Framed Print,Framed Print,Deckled Edge; Framed,Paper,Metallic,accepted,reviewed,Codex independent construction and treatment gold reviewer,Deckle edge is the same physical paper-edge construction elsewhere canonically labelled Deckled Edge.
gold-a75ca436c798c907,Framed Glass Art,Framed Glass Art,Framed,Glass,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a7c5225105b51dbc,Perpetual Calendar,Perpetual Calendar,,MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-a7faa3e99f02e74c,Plaque,Plaque,Reversible,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-a8797b05becd3970,Corkboard,Corkboard,Die-Cut; Layered; Raised,Cork,,accepted,reviewed,Codex independent construction gold reviewer,The corkboard explicitly has a raised cork layer; preserve both layered and raised construction.
gold-a87e3ad95ca5378e,Sign,Sign,Framed,Glass,,accepted,reviewed,Codex independent material gold reviewer,"Glass explicitly names shadowbox, stained-glass artwork, or sign covering. Frame or framed explicitly describes physical wall art, sign, or mirror rather than artwork scene."
gold-a8e06b172786211a,Canvas,Canvas,,Canvas; Fabric,Attachment,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-a8f239c291a3b396,Wall Hook,Wall Hook,,,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-a8fdf290a95b67ee,Door Sign,Door Sign,Reversible,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
